2025-6-23 10:09:18-debug: start **** info
2025-6-23 10:09:18-log: Cannot access game frame or container.
2025-6-23 10:09:19-debug: asset-db:require-engine-code (374ms)
2025-6-23 10:09:19-log: [bullet]:bullet wasm lib loaded.
2025-6-23 10:09:19-log: meshopt wasm decoder initialized
2025-6-23 10:09:19-log: [box2d]:box2d wasm lib loaded.
2025-6-23 10:09:19-log: Cocos Creator v3.8.6
2025-6-23 10:09:19-log: Forward render pipeline initialized.
2025-6-23 10:09:19-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:29.63MB, end 80.19MB, increase: 50.56MB
2025-6-23 10:09:19-debug: [Assets Memory track]: asset-db-plugin-register: programming start:80.99MB, end 88.67MB, increase: 7.68MB
2025-6-23 10:09:20-debug: [Assets Memory track]: asset-db-plugin-register: builder start:88.70MB, end 272.36MB, increase: 183.67MB
2025-6-23 10:09:19-log: Using legacy pipeline
2025-6-23 10:09:20-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:80.21MB, end 272.83MB, increase: 192.62MB
2025-6-23 10:09:20-debug: [Assets Memory track]: asset-db-plugin-register: project start:80.86MB, end 272.48MB, increase: 191.62MB
2025-6-23 10:09:20-debug: run package(native) handler(enable) start
2025-6-23 10:09:20-debug: run package(ohos) handler(enable) success!
2025-6-23 10:09:20-debug: run package(ohos) handler(enable) start
2025-6-23 10:09:20-debug: run package(native) handler(enable) success!
2025-6-23 10:09:20-debug: run package(oppo-mini-game) handler(enable) start
2025-6-23 10:09:20-debug: run package(taobao-mini-game) handler(enable) start
2025-6-23 10:09:20-debug: run package(taobao-mini-game) handler(enable) success!
2025-6-23 10:09:20-debug: run package(vivo-mini-game) handler(enable) start
2025-6-23 10:09:20-debug: run package(vivo-mini-game) handler(enable) success!
2025-6-23 10:09:20-debug: run package(web-desktop) handler(enable) success!
2025-6-23 10:09:20-debug: run package(web-desktop) handler(enable) start
2025-6-23 10:09:20-debug: run package(web-mobile) handler(enable) start
2025-6-23 10:09:20-debug: run package(web-mobile) handler(enable) success!
2025-6-23 10:09:20-debug: run package(wechatgame) handler(enable) start
2025-6-23 10:09:20-debug: run package(wechatgame) handler(enable) success!
2025-6-23 10:09:20-debug: run package(wechatprogram) handler(enable) start
2025-6-23 10:09:20-debug: run package(runtime-dev-tools) handler(enable) start
2025-6-23 10:09:20-debug: run package(windows) handler(enable) start
2025-6-23 10:09:20-debug: run package(windows) handler(enable) success!
2025-6-23 10:09:20-debug: run package(xiaomi-quick-game) handler(enable) start
2025-6-23 10:09:20-debug: run package(xiaomi-quick-game) handler(enable) success!
2025-6-23 10:09:20-debug: run package(cocos-service) handler(enable) success!
2025-6-23 10:09:20-debug: run package(cocos-service) handler(enable) start
2025-6-23 10:09:20-debug: run package(im-plugin) handler(enable) start
2025-6-23 10:09:20-debug: run package(im-plugin) handler(enable) success!
2025-6-23 10:09:20-debug: run package(fix-asset-default-userdata) handler(enable) start
2025-6-23 10:09:20-debug: run package(oppo-mini-game) handler(enable) success!
2025-6-23 10:09:20-debug: run package(fix-asset-default-userdata) handler(enable) success!
2025-6-23 10:09:20-debug: run package(placeholder) handler(enable) start
2025-6-23 10:09:20-debug: run package(runtime-dev-tools) handler(enable) success!
2025-6-23 10:09:20-debug: run package(wechatprogram) handler(enable) success!
2025-6-23 10:09:20-debug: run package(placeholder) handler(enable) success!
2025-6-23 10:09:20-debug: asset-db:worker-init: initPlugin (1231ms)
2025-6-23 10:09:20-debug: [Assets Memory track]: asset-db:worker-init start:29.62MB, end 271.68MB, increase: 242.06MB
2025-6-23 10:09:20-debug: Run asset db hook engine-extends:beforePreStart success!
2025-6-23 10:09:20-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Regular_0.png@f9941background: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-freetype/OpenSans-Italic.ttfbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-freetype/OpenSans-Regular.ttfbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/2d/Camera.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Capsule.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Cone.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Cube.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Cylinder.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Plane.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Quad.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Sphere.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Torus.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/effects/Particle System.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Directional Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Light Probe Group.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Point Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Ranged Directional Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Reflection Probe.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Sphere Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Spot Light.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Button.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Canvas.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/EditBox.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Graphics.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Label.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Layout.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Mask.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ParticleSystem2D.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ProgressBar.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/RichText.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ScrollView.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Slider.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/SpriteRenderer.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Sprite.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/SpriteSplash.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/TiledMap.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Toggle.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ToggleContainer.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/VideoPlayer.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/WebView.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Widget.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/pageView.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/preintegrated-skin.pngbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/2d/ui/Canvas.prefabbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/lut/original-color-grading.pngbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/lut/original-color-grading.png@6c48abackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/preintegrated-skin.png@6c48abackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_ui/atom.plistbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Bold.fntbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-BoldItalic.fntbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Italic.fntbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_ui/atom_new.plistbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.6/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Regular.fntbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:09:25-debug: [Assets Memory track]: asset-db:worker-startup-database[internal] start:271.77MB, end 274.73MB, increase: 2.97MB
2025-6-23 10:09:25-debug: lazy register asset handler text
2025-6-23 10:09:25-debug: lazy register asset handler json
2025-6-23 10:09:25-debug: lazy register asset handler spine-data
2025-6-23 10:09:25-debug: lazy register asset handler dragonbones
2025-6-23 10:09:25-debug: lazy register asset handler dragonbones-atlas
2025-6-23 10:09:25-debug: lazy register asset handler terrain
2025-6-23 10:09:25-debug: lazy register asset handler directory
2025-6-23 10:09:25-debug: lazy register asset handler typescript
2025-6-23 10:09:25-debug: lazy register asset handler scene
2025-6-23 10:09:25-debug: lazy register asset handler prefab
2025-6-23 10:09:25-debug: lazy register asset handler sprite-frame
2025-6-23 10:09:25-debug: lazy register asset handler tiled-map
2025-6-23 10:09:25-debug: lazy register asset handler buffer
2025-6-23 10:09:25-debug: lazy register asset handler sign-image
2025-6-23 10:09:25-debug: lazy register asset handler alpha-image
2025-6-23 10:09:25-debug: lazy register asset handler texture
2025-6-23 10:09:25-debug: lazy register asset handler image
2025-6-23 10:09:25-debug: lazy register asset handler *
2025-6-23 10:09:25-debug: lazy register asset handler erp-texture-cube
2025-6-23 10:09:25-debug: lazy register asset handler render-texture
2025-6-23 10:09:25-debug: lazy register asset handler texture-cube-face
2025-6-23 10:09:25-debug: lazy register asset handler rt-sprite-frame
2025-6-23 10:09:25-debug: lazy register asset handler gltf
2025-6-23 10:09:25-debug: lazy register asset handler gltf-mesh
2025-6-23 10:09:25-debug: lazy register asset handler gltf-animation
2025-6-23 10:09:25-debug: lazy register asset handler gltf-skeleton
2025-6-23 10:09:25-debug: lazy register asset handler texture-cube
2025-6-23 10:09:25-debug: lazy register asset handler gltf-scene
2025-6-23 10:09:25-debug: lazy register asset handler gltf-embeded-image
2025-6-23 10:09:25-debug: lazy register asset handler fbx
2025-6-23 10:09:25-debug: [Assets Memory track]: asset-db:worker-init: startup start:258.97MB, end 274.75MB, increase: 15.78MB
2025-6-23 10:09:25-debug: lazy register asset handler physics-material
2025-6-23 10:09:25-debug: lazy register asset handler effect
2025-6-23 10:09:25-debug: lazy register asset handler effect-header
2025-6-23 10:09:25-debug: lazy register asset handler audio-clip
2025-6-23 10:09:25-debug: lazy register asset handler animation-clip
2025-6-23 10:09:25-debug: lazy register asset handler material
2025-6-23 10:09:25-debug: lazy register asset handler animation-graph-variant
2025-6-23 10:09:25-debug: lazy register asset handler animation-mask
2025-6-23 10:09:25-debug: lazy register asset handler ttf-font
2025-6-23 10:09:25-debug: lazy register asset handler bitmap-font
2025-6-23 10:09:25-debug: lazy register asset handler particle
2025-6-23 10:09:25-debug: lazy register asset handler sprite-atlas
2025-6-23 10:09:25-debug: lazy register asset handler auto-atlas
2025-6-23 10:09:25-debug: lazy register asset handler label-atlas
2025-6-23 10:09:25-debug: lazy register asset handler render-pipeline
2025-6-23 10:09:25-debug: lazy register asset handler render-stage
2025-6-23 10:09:25-debug: lazy register asset handler render-flow
2025-6-23 10:09:25-debug: lazy register asset handler instantiation-material
2025-6-23 10:09:25-debug: lazy register asset handler instantiation-mesh
2025-6-23 10:09:25-debug: lazy register asset handler instantiation-skeleton
2025-6-23 10:09:25-debug: lazy register asset handler instantiation-animation
2025-6-23 10:09:25-debug: lazy register asset handler video-clip
2025-6-23 10:09:25-debug: lazy register asset handler gltf-material
2025-6-23 10:09:25-debug: lazy register asset handler animation-graph
2025-6-23 10:09:25-debug: lazy register asset handler javascript
2025-6-23 10:09:26-debug: asset-db:worker-startup-database[internal] (5536ms)
2025-6-23 10:09:26-debug: asset-db:start-database (5536ms)
2025-6-23 10:09:26-debug: asset-db:ready (8526ms)
2025-6-23 10:09:26-debug: fix the bug of updateDefaultUserData
2025-6-23 10:09:26-debug: init worker message success
2025-6-23 10:09:26-debug: programming:execute-script (3ms)
2025-6-23 10:09:26-debug: [Build Memory track]: builder:worker-init start:274.36MB, end 286.99MB, increase: 12.62MB
2025-6-23 10:09:26-debug: builder:worker-init (202ms)
2025-6-23 10:11:59-debug: refresh db internal success
2025-6-23 10:11:59-debug: refresh db assets success
2025-6-23 10:11:59-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:11:59-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:11:59-debug: asset-db:refresh-all-database (28ms)
2025-6-23 10:11:59-debug: asset-db:worker-effect-data-processing (1ms)
2025-6-23 10:11:59-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-6-23 10:12:03-debug: refresh db internal success
2025-6-23 10:12:03-debug: refresh db assets success
2025-6-23 10:12:03-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:12:03-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:12:03-debug: asset-db:refresh-all-database (31ms)
2025-6-23 10:12:13-debug: start refresh asset from /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Sc...
2025-6-23 10:12:13-debug: %cImport%c: /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:12:13-debug: refresh asset /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets success
2025-6-23 10:12:23-debug: start move asset from /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Sc -> /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenes...
2025-6-23 10:12:23-debug: start refresh asset from /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenes...
2025-6-23 10:12:23-debug: start refresh asset from /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets...
2025-6-23 10:12:23-debug: move asset from /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Sc -> /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenes success
2025-6-23 10:12:23-debug: refresh asset /Users/zhao/Desktop/test/cocos-creator/JumpingBlock success
2025-6-23 10:12:23-debug: %cImport%c: /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenesbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:12:23-debug: refresh asset /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets success
2025-6-23 10:12:34-debug: start refresh asset from /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Prefabs...
2025-6-23 10:12:34-debug: %cImport%c: /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Prefabsbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:12:34-debug: refresh asset /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets success
2025-6-23 10:12:40-debug: refresh db internal success
2025-6-23 10:12:40-debug: refresh db assets success
2025-6-23 10:12:40-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:12:40-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:12:40-debug: asset-db:refresh-all-database (29ms)
2025-6-23 10:12:40-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-6-23 10:12:40-debug: asset-db:worker-effect-data-processing (1ms)
2025-6-23 10:12:49-debug: start refresh asset from /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scripts...
2025-6-23 10:12:49-debug: %cImport%c: /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scriptsbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:12:49-debug: refresh asset /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets success
2025-6-23 10:13:58-debug: refresh db internal success
2025-6-23 10:13:58-debug: refresh db assets success
2025-6-23 10:13:58-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:13:58-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:13:58-debug: asset-db:refresh-all-database (34ms)
2025-6-23 10:13:58-debug: asset-db:worker-effect-data-processing (1ms)
2025-6-23 10:13:58-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-6-23 10:14:21-debug: refresh db internal success
2025-6-23 10:14:21-debug: refresh db assets success
2025-6-23 10:14:21-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:14:21-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:14:21-debug: asset-db:refresh-all-database (30ms)
2025-6-23 10:14:21-debug: asset-db:worker-effect-data-processing (1ms)
2025-6-23 10:14:21-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-6-23 10:15:59-debug: refresh db internal success
2025-6-23 10:15:59-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:15:59-debug: refresh db assets success
2025-6-23 10:15:59-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:15:59-debug: asset-db:refresh-all-database (31ms)
2025-6-23 10:15:59-debug: asset-db:worker-effect-data-processing (1ms)
2025-6-23 10:15:59-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-6-23 10:16:03-debug: refresh db internal success
2025-6-23 10:16:03-debug: refresh db assets success
2025-6-23 10:16:03-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:16:03-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:16:03-debug: asset-db:refresh-all-database (25ms)
2025-6-23 10:16:03-debug: asset-db:worker-effect-data-processing (1ms)
2025-6-23 10:16:03-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-6-23 10:16:47-debug: refresh db internal success
2025-6-23 10:16:47-debug: refresh db assets success
2025-6-23 10:16:47-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:16:47-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:16:47-debug: asset-db:refresh-all-database (32ms)
2025-6-23 10:16:56-debug: refresh db internal success
2025-6-23 10:16:56-debug: refresh db assets success
2025-6-23 10:16:56-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:16:56-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:16:56-debug: asset-db:refresh-all-database (30ms)
2025-6-23 10:16:56-debug: asset-db:worker-effect-data-processing (1ms)
2025-6-23 10:16:56-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2025-6-23 10:18:30-debug: refresh db internal success
2025-6-23 10:18:30-debug: refresh db assets success
2025-6-23 10:18:30-debug: Run asset db hook engine-extends:afterRefresh ...
2025-6-23 10:18:30-debug: Run asset db hook engine-extends:afterRefresh success!
2025-6-23 10:18:30-debug: asset-db:worker-effect-data-processing (11ms)
2025-6-23 10:18:30-debug: asset-db:refresh-all-database (50ms)
2025-6-23 10:18:30-debug: asset-db-hook-engine-extends-afterRefresh (11ms)
2025-6-23 10:19:40-debug: start refresh asset from /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenes/main.scene...
2025-6-23 10:19:40-debug: %cImport%c: /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenes/main.scenebackground: #aaff85; color: #000;color: #000;
2025-6-23 10:19:40-debug: refresh asset /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenes success
2025-6-23 10:19:41-debug: %cImport%c: /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenesbackground: #aaff85; color: #000;color: #000;
2025-6-23 10:19:43-debug: %cImport%c: /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenes/main.scenebackground: #aaff85; color: #000;color: #000;
2025-6-23 10:19:43-debug: asset-db:reimport-asset20b35577-f54e-49ab-a58a-ce370c78bfaa (4ms)
2025-6-23 10:19:48-debug: %cImport%c: /Users/zhao/Desktop/test/cocos-creator/JumpingBlock/assets/Scenes/main.scenebackground: #aaff85; color: #000;color: #000;
2025-6-23 10:19:48-debug: asset-db:reimport-asset20b35577-f54e-49ab-a58a-ce370c78bfaa (5ms)
